date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:45:31	34397/34397	---M-Z	200	added ('OK')	text/javascript	etag:%222a7e-5dbf437c95d80%22	https://aidn.jp/nyancat10th/js/app.js	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/js/app.js	(from https://aidn.jp/nyancat10th/)
11:45:31	279281/279281	---M--	200	added ('OK')	image/png	etag:%22442f1-5ba956b800a00%22	https://aidn.jp/nyancat10th/img/jacket.png	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/img/jacket.png	(from https://aidn.jp/nyancat10th/)
11:45:31	11467/11467	---M--	200	added ('OK')	image/jpeg	etag:%222ccb-5bbf754f1c400%22	https://aidn.jp/nyancat10th/img/goods_1.jpg	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/img/goods_1.jpg	(from https://aidn.jp/nyancat10th/)
11:45:31	13682/13682	---M--	200	added ('OK')	image/jpeg	etag:%223572-5bbf754f1c400%22	https://aidn.jp/nyancat10th/img/goods_1b.jpg	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/img/goods_1b.jpg	(from https://aidn.jp/nyancat10th/)
11:45:31	7311/7311	---M--	200	added ('OK')	image/jpeg	etag:%221c8f-5bbf754f1c400%22	https://aidn.jp/nyancat10th/img/goods_2.jpg	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/img/goods_2.jpg	(from https://aidn.jp/nyancat10th/)
11:45:32	9936/9936	---M--	200	added ('OK')	image/jpeg	etag:%2226d0-5bbf754f1c400%22	https://aidn.jp/nyancat10th/img/goods_3.jpg	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/img/goods_3.jpg	(from https://aidn.jp/nyancat10th/)
11:45:32	7582/7582	---M-Z	200	added ('OK')	text/html	etag:%22b50-5c405abd07800%22	https://aidn.jp/nyancat10th/360/	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/360/index.html	(from https://aidn.jp/nyancat10th/)
11:45:32	122407/122407	---M--	200	added ('OK')	image/png	etag:%221de27-5bae7369ca300%22	https://aidn.jp/nyancat10th/img/sign.png	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/img/sign.png	(from https://aidn.jp/nyancat10th/)
11:45:32	2822/2822	---M--	200	added ('OK')	image/png	etag:%22b06-54e2abb35a000%22	https://aidn.jp/daniwell/uz/icon.png	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/daniwell/uz/icon.png	(from https://aidn.jp/daniwell/uz/)
11:45:32	7192/7192	---M-Z	200	added ('OK')	text/html	etag:%22b40-5de603cb0ce00%22	https://aidn.jp/nyancat10th/adsign/	C:/Users/Lenovo/Desktop/pages/mikupages/aidn.jp/nyancat10th/adsign/index.html	(from https://aidn.jp/nyancat10th/)
